Year,Type,Region,Recipient,Total,African Development Bank,African Development Fund,Arab Bank for Economic Development in Africa,Arab Fund,Asian Development Bank,Asian Infrastructure Investment Bank,Caribbean Development Bank,Central American Bank for Economic Integration,Council of Europe Development Bank,Development Bank of Latin America,European Bank for Reconstruction and Development,European Investment Bank,IDB Invest,Inter-American Development Bank,International Bank for Reconstruction and Development,International Development Association,Islamic Development Bank
2018,ODA Grants,Middle East,"Middle East, regional",0.2062,,,,0.20616,,,,,,,,,,,,,
2018,ODA Loans,Africa,Malawi,2.3808,,0.0,,,,,,,,,,,,,,2.38084,
2018,ODA Loans,Africa,Madagascar,0.1916,,0.0,,,,,,,,,,,,,,0.19161,
2018,ODA Loans,Africa,Liberia,1.3602,,,,,,,,,,,,,,,,1.36016,
2018,ODA Loans,Africa,Lesotho,7.137,,0.0,,,,,,,,,,,,,,7.13702,
2018,ODA Loans,Africa,Kenya,34.1122,,2.68492,,,,,,,,,,,,,,31.42726,
2018,ODA Loans,Africa,Guinea-Bissau,0.7892,,0.0,,,,,,,,,,,,,,0.78925,0.0
2018,ODA Loans,Africa,Guinea,9.479,,0.0,,,,,,,,,,,,,,9.47898,
2018,ODA Loans,Africa,Ghana,8.9579,,0.0,,,,,,,,,,,,,,8.95792,
2018,ODA Loans,Africa,Gambia,2.6651,,0.0,,,,,,,,,,,,,,2.66508,
2018,ODA Loans,Africa,Ethiopia,154.9467,,0.0,,,,,,,,,,,,,,154.94668,
2018,ODA Loans,Africa,Equatorial Guinea,0.0,,0.0,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Africa,Egypt,5.2855,,0.0,,5.28548,,,,,,,,,,,,0.0,
2018,ODA Loans,Africa,Djibouti,0.6016,,0.0,,,,,,,,,,,,,,0.60161,
2018,ODA Loans,Africa,Democratic Republic of the Congo,113.2109,0.0,0.0,,,,,,,,,,,,,,113.21087,
2018,ODA Loans,Africa,C̫te d'Ivoire,18.0803,,,,,,,,,,,,,,,,18.08032,
2018,ODA Loans,Africa,Congo,4.2459,,,,,,,,,,,,,,,,4.24591,
2018,ODA Loans,Africa,Comoros,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Africa,Chad,0.0,,0.0,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Africa,Central African Republic,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Africa,Cameroon,20.5543,,0.0,,,,,,,,,,,,,,20.55434,
2018,ODA Loans,Africa,Cabo Verde,0.0,,0.0,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Africa,Burundi,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Grants,Middle East,West Bank and Gaza Strip,0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Grants,Africa,Togo,2.7779,,,,,,,,,,,,,,,,2.77792,
2018,ODA Grants,Middle East,Lebanon,0.0107,,,,0.01066,,,,,,,,,,,,,
2018,ODA Grants,Middle East,Jordan,1.0663,,,,1.06634,,,,,,,,,,,,,
2018,ODA Grants,Africa,Senegal,0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Grants,Africa,Niger,45.0368,,,,,,,,,,,,,,,,45.03679,0.0
2018,ODA Grants,Africa,Mozambique,24.4973,,,,,,,,,,,,,,,,24.49732,0.0
2018,ODA Grants,Africa,Morocco,0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Grants,Africa,Mauritania,3.3001,,,,,,,,,,,,,,,,3.30013,
2018,ODA Grants,Africa,Mali,1.7293,,,,,,,,,,,,,,,,1.72932,0.0
2018,ODA Grants,Africa,Malawi,10.2026,,,,,,,,,,,,,,,,10.20256,
2018,ODA Grants,Africa,Madagascar,14.6451,,,,,,,,,,,,,,,,14.64514,
2018,ODA Grants,Africa,Liberia,0.0966,,,,,,,,,,,,,,,,0.09658,
2018,ODA Grants,Africa,Guinea-Bissau,0.0,,,,,,,,,,,,,,,,0.0,0.0
2018,ODA Grants,Africa,Guinea,8.0275,,,,,,,,,,,,,,,,8.02746,
2018,ODA Grants,Africa,Ghana,2.0694,,,,,,,,,,,,,,,,2.06937,
2018,ODA Grants,Africa,Gambia,5.324,,,,,,,,,,,,,,,,5.32398,
2018,ODA Grants,Africa,Egypt,0.0377,0.0377,,,0.0,,,,,,,,,,,,,0.0
2018,ODA Grants,Africa,Democratic Republic of the Congo,53.4508,,,,,,,,,,,,,,,,53.45082,0.0
2018,ODA Grants,Africa,C̫te d'Ivoire,9.2701,,,,,,,,,,,,,,,,9.27013,
2018,ODA Grants,Africa,Comoros,1.2575,,,,,,,,,,,,,,,,1.25751,
2018,ODA Grants,Africa,Chad,16.3576,,,,,,,,,,,,,,,,16.35764,0.0
2018,ODA Grants,Africa,Central African Republic,7.2818,,,,,,,,,,,,,,,,7.28176,
2018,ODA Grants,Africa,Cameroon,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Grants,Africa,Burundi,20.0894,,,,,,,,,,,,,,,,20.08942,
2018,ODA Grants,Africa,Burkina Faso,18.6015,,,,,,,,,,,,,,,,18.60152,0.0
2018,ODA Grants,Africa,Benin,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Grants,Africa,"Africa, regional",4.5339,0.01731,,,,,,,,,,,,,,,4.51664,0.0
2018,Equity Investment,Africa,"Africa, regional",5.9522,,,,,,,,,,,,5.95225,,,,,
2018,ODA Grants,Africa,Sierra Leone,8.2274,,,,,,,,,,,,,,,,8.22737,
2018,ODA Grants,Africa,Somalia,0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Grants,Africa,South Sudan,2.0561,,,,,,,,,,,,,,,,2.0561,
2018,ODA Grants,Asia,Lao People's Democratic Republic,34.5886,,,,,33.95023,,,,,,,,,,,0.63842,
2018,ODA Grants,Europe,Turkey,0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Grants,Europe,Serbia,0.0051,,,,,,,,,0.00507,,,,,,,,
2018,ODA Grants,Europe,"Europe, regional",0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Grants,Europe,Albania,0.1267,,,,,,,,,0.12665,,,,,,,,
2018,ODA Grants,Asia,Viet Nam,0.114,,,,,0.11403,,,,,,,,,,,,
2018,ODA Grants,Asia,Uzbekistan,0.2304,,,,,0.23044,,,,,,,,,,,,
2018,ODA Grants,Asia,Tajikistan,4.764,,,,,0.38713,,,,,,,,,,,4.37692,
2018,ODA Grants,Asia,Sri Lanka,0.4562,,,,,0.4562,,,,,,,,,,,,
2018,ODA Grants,Asia,Philippines,0.1403,,,,,0.1403,,,,,,,,,,,,
2018,ODA Grants,Asia,Pakistan,0.1453,,,,,0.14533,,,,,,,,,,,,
2018,ODA Grants,Asia,Mongolia,1.0981,,,,,1.09812,,,,,,,,,,,,
2018,ODA Grants,Asia,India,0.0014,,,,,0.00145,,,,,,,,,,,,
2018,ODA Grants,Africa,"South of Sahara, regional",1.1621,,,,,,,,,,,,,,,,1.16207,
2018,ODA Grants,Asia,China (People's Republic of),0.6395,,,,,0.63947,,,,,,,,,,,,
2018,ODA Grants,Asia,Cambodia,0.0,,,,,0.0,,,,,,,,,,,,
2018,ODA Grants,Asia,Bhutan,0.4616,,,,,0.46164,,,,,,,,,,,,
2018,ODA Grants,Asia,Bangladesh,0.2665,,,,,0.26648,,,,,,,,,,,0.0,0.0
2018,ODA Grants,Asia,"Asia, regional",2.0718,,,,,2.07182,,,,,,,,,,,,0.0
2018,ODA Grants,Asia,Armenia,0.0272,,,,,0.02724,,,,,,,,,,,,
2018,ODA Grants,Asia,Afghanistan,19.4356,,,,,,,,,,,,,,,,19.43564,0.0
2018,ODA Grants,Africa,Zimbabwe,0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Grants,Africa,Tunisia,0.1569,0.15693,,,,,,,,,,,,,,,,
2018,ODA Loans,Africa,Nigeria,216.7308,,0.0,,,,,,,,,,,,,,216.73076,
2018,ODA Grants,Africa,Sudan,1.5873,,1.58732,,,,,,,,,,,,,,,
2018,ODA Loans,Africa,Niger,16.6664,,0.0,,,,,,,,,,,,,,16.66645,
2018,ODA Loans,Africa,Mali,22.3992,,0.0,,,,,,,,,,,,,,22.39915,
2018,ODA Loans,Africa,Rwanda,6.247,,0.32515,,,,,,,,,,,,,,5.92186,
2018,Other Official Flows (non Export Credit),Asia,"Asia, regional",7.3914,,,,,7.39145,,,,,,,,,,,,
2018,Other Official Flows (non Export Credit),Asia,Uzbekistan,0.0,,,,,0.0,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),Asia,Tajikistan,0.0,,,,,,,,,,,,,,,,,0.0
2018,Other Official Flows (non Export Credit),Asia,Sri Lanka,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),Asia,Philippines,65.7805,,,,,44.31866,,,,,,,,,,21.46182,,
2018,Other Official Flows (non Export Credit),Asia,Pakistan,0.0,,,,,0.0,,,,,,,,,,,,
2018,Other Official Flows (non Export Credit),Asia,Mongolia,8.1555,,,,,8.15549,,,,,,,,,,,,
2018,Other Official Flows (non Export Credit),Asia,Kazakhstan,2.9992,,,,,,,,,,,,,,,2.99917,,
2018,Other Official Flows (non Export Credit),Asia,Indonesia,9.965,,,,,9.96504,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),Asia,India,112.1783,,,,,102.01125,,,,,,,,,,10.16708,,
2018,Other Official Flows (non Export Credit),Asia,Georgia,0.0,,,,,0.0,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),Asia,China (People's Republic of),87.7623,,,,,13.87122,,,,,,,,,,73.89103,,
2018,Other Official Flows (non Export Credit),Asia,Azerbaijan,0.2306,,,,,,,,,,,,,,,0.23061,,
2018,Other Official Flows (non Export Credit),Asia,Armenia,0.0,,,,,,,,,,,,,,,0.0,,
2018,ODA Loans,South America,Ecuador,0.0,,,,,,,,,,,,,,0.0,,,
2018,Other Official Flows (non Export Credit),Africa,Tunisia,0.7524,,,,,,,,,,,,,,,0.75238,,0.0
2018,Other Official Flows (non Export Credit),Africa,Morocco,15.1186,0.0,,,,,,,,,,,,,,15.11856,,
2018,Other Official Flows (non Export Credit),Africa,Gabon,3.3538,,,,,,,,,,,,,,,3.35377,,
2018,Other Official Flows (non Export Credit),Africa,Eswatini,3.3559,,,,,,,,,,,,,,,3.35589,,
2018,Other Official Flows (non Export Credit),Africa,Equatorial Guinea,0.0148,0.01485,,,,,,,,,,,,,,,,
2018,Other Official Flows (non Export Credit),Africa,Egypt,130.1928,,,,,,,,,,,,,,,130.19276,,
2018,Other Official Flows (non Export Credit),Africa,Cameroon,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),Africa,Botswana,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),Africa,Angola,0.2951,,,,,,,,,,,,,,,0.2951,,
2018,Other Official Flows (non Export Credit),Africa,"Africa, regional",0.6003,0.60032,,,,,,,,,,,,,,,,
2018,ODA Loans,South America,Suriname,0.0008,,,,,,,,,,,,,,0.00077,,,
2018,ODA Loans,South America,Paraguay,0.0,,,,,,,,,,,,,,0.0,,,
2018,ODA Loans,Africa,Sao Tome and Principe,0.0,,,,,,,,,,,,,,,,0.0,
2018,Other Official Flows (non Export Credit),Europe,Bosnia and Herzegovina,18.7192,,,,,,,,,,,,,,,18.71919,,
2018,Other Official Flows (non Export Credit),Europe,Montenegro,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),Europe,North Macedonia,0.0,,,,,,,,,0.0,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),South America,Suriname,0.0,,,,,,,,,,,,,,0.0,,,
2018,Other Official Flows (non Export Credit),South America,Peru,0.0,,,,,,,,,,,,,,0.0,0.0,,
2018,Other Official Flows (non Export Credit),South America,Ecuador,0.0,,,,,,,,,,,,,,0.0,0.0,,
2018,Other Official Flows (non Export Credit),South America,Colombia,0.0,,,,,,,,,,,,,,0.0,0.0,,
2018,Other Official Flows (non Export Credit),South America,Brazil,254.5004,,,,,,,,,,,,,,216.25935,38.24105,,
2018,Other Official Flows (non Export Credit),South America,Bolivia,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),South America,Argentina,107.7345,,,,,,,,,,,,,,0.0,107.7345,,
2018,Other Official Flows (non Export Credit),Oceania,Papua New Guinea,107.3091,,,,,107.3091,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,Saint Vincent and the Grenadines,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,Saint Lucia,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,Panama,26.5689,,,,,,,,,,,,,,26.56892,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,Mexico,0.0,,,,,,,,,,,,,,0.0,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,Jamaica,55.3322,,,,,,,,,,,,,,53.65455,1.67764,,
2018,Other Official Flows (non Export Credit),North & Central America,Guatemala,0.0,,,,,,,,,,,,,,0.0,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,Grenada,0.0,,,,,,,,,,,,,,,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,El Salvador,18.9116,,,,,,,,,,,,,,0.68678,18.2248,,
2018,Other Official Flows (non Export Credit),North & Central America,Dominican Republic,22.2882,,,,,,,,,,,,,,22.28817,0.0,,
2018,Other Official Flows (non Export Credit),North & Central America,Costa Rica,128.7709,,,,,,,,,,,,,,0.0,128.77092,,
2018,Other Official Flows (non Export Credit),North & Central America,Belize,0.0,,,,,,,,,,,,,,0.0,0.0,,
2018,Other Official Flows (non Export Credit),Middle East,Lebanon,0.257,,,,,,,,,,,,,,,0.25701,,
2018,Other Official Flows (non Export Credit),Middle East,Jordan,21.7227,,,,,,,,,,,,,,,21.72267,,
2018,Other Official Flows (non Export Credit),Middle East,Iraq,15.8341,,,,,,,,,,,,,,,15.83411,,
2018,Other Official Flows (non Export Credit),Europe,Ukraine,34.4666,,,,,,,,,,,,,,,34.46665,,
2018,Other Official Flows (non Export Credit),Europe,Turkey,10.4277,,,,,,,,,,,,,,,10.42766,,
2018,Other Official Flows (non Export Credit),Europe,Serbia,22.7297,,,,,,,,,,,,,,,22.72972,,
2018,ODA Loans,South America,Guyana,2.3256,,,,,,,,,,,,,,2.32563,,,
2018,Other Official Flows (non Export Credit),Europe,Albania,9.854,,,,,,,,,4.81264,,,,,,5.04133,,
2018,ODA Loans,South America,Bolivia,27.1526,,,,,,,,,,,,,,27.15256,,0.0,
2018,ODA Loans,Asia,Tajikistan,1.3635,,,,,0.0,,,,,,,,,,,1.36352,
2018,ODA Loans,Asia,Philippines,0.0,,,,,0.0,,,,,,,,,,,0.0,
2018,ODA Loans,Asia,Pakistan,11.2793,,,,,0.0,,,,,,,,,,,11.27933,
2018,ODA Loans,Asia,Nepal,23.1496,,,,,0.0,,,,,,,,,,,23.14957,
2018,ODA Loans,Asia,Myanmar,11.2142,,,,,1.40005,,,,,,,,,,,9.81419,
2018,ODA Loans,Asia,Mongolia,27.9278,,,,,27.41011,,,,,,,,,,,0.51769,
2018,ODA Loans,Asia,Maldives,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Asia,Lao People's Democratic Republic,11.0892,,,,,2.20775,,,,,,,,,,,8.88142,
2018,ODA Loans,Asia,Kyrgyzstan,2.5874,,,,,0.0,,,,,,,,,,,2.58745,
2018,ODA Loans,Asia,Indonesia,0.0,,,,,0.0,,,,,,,,,,,0.0,
2018,ODA Loans,Asia,India,78.2838,,,,,,,,,,,,,,,,78.28383,
2018,ODA Loans,Asia,Georgia,0.0,,,,,0.0,,,,,,,,,,,0.0,
2018,ODA Loans,Asia,Cambodia,7.0385,,,,,1.68941,,,,,,,,,,,5.34911,
2018,ODA Loans,Asia,Bhutan,0.0,,,,,0.0,,,,,,,,,,,,
2018,ODA Loans,Asia,Bangladesh,132.1972,,,,,6.5287,,,,,,,,,,,125.66846,
2018,ODA Loans,Asia,Azerbaijan,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Asia,Armenia,5.4317,,,,,,,,,,,,,,,,5.43172,
2018,ODA Loans,Asia,Afghanistan,0.0,,,,,0.0,,,,,,,,,,,,
2018,ODA Loans,Africa,Zambia,25.742,,0.0,,,,,,,,,,,,,,25.74202,
2018,ODA Loans,Africa,Uganda,23.9779,,22.10564,,,,,,,,,,,,,,1.87226,
2018,ODA Loans,Africa,Tunisia,0.0,,,,,,,,,,,,,,,,,0.0
2018,ODA Loans,Africa,Togo,1.3171,,,,,,,,,,,,,,,,1.31713,
2018,ODA Loans,Africa,Tanzania,49.0954,,1.52618,,,,,,,,,,,,,,47.56923,
2018,ODA Loans,Africa,Sierra Leone,2.7708,,0.0,,,,,,,,,,,,,,2.77083,
2018,ODA Loans,Oceania,Tonga,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Africa,Senegal,8.8589,,0.0,,,,,,,,,,,,,,8.85886,
2018,ODA Loans,Asia,Sri Lanka,23.8535,,,,,0.16664,,,,,,,,,,,23.68684,
2018,ODA Loans,Asia,China (People's Republic of),0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Asia,Uzbekistan,16.9761,,,,,0.0,,,,,,,,,,,16.97612,
2018,ODA Loans,North & Central America,Dominican Republic,0.0,,,,,,,,,,,,,,0.0,,,
2018,ODA Loans,Oceania,Solomon Islands,0.0,,,,,0.0,,,,,,,,,,,0.0,
2018,ODA Loans,Asia,Viet Nam,56.5399,,,,,23.80812,,,,,,,,,,,32.73181,
2018,ODA Loans,Oceania,Papua New Guinea,1.5805,,,,,1.17942,,,,,,,,,,,0.40107,
2018,ODA Loans,Oceania,Micronesia,0.0,,,,,0.0,,,,,,,,,,,,
2018,ODA Loans,Oceania,Marshall Islands,0.0,,,,,0.0,,,,,,,,,,,,
2018,ODA Loans,North & Central America,Saint Vincent and the Grenadines,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,North & Central America,Saint Lucia,0.3688,,,,,,,,,,,,,,,,0.36877,
2018,ODA Loans,North & Central America,Nicaragua,15.1682,,,,,,,,,,,,,,14.58874,,0.57947,
2018,ODA Loans,North & Central America,Honduras,0.0,,,,,,,,,,,,,,0.0,,0.0,
2018,ODA Loans,North & Central America,Guatemala,4.3364,,,,,,,,,,,,,,4.33643,,,
2018,ODA Loans,North & Central America,Grenada,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,North & Central America,El Salvador,0.0,,,,,,,,,,,,,,0.0,,,
2018,ODA Loans,Oceania,Samoa,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Middle East,Yemen,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Europe,Montenegro,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Europe,Bosnia and Herzegovina,5.1745,,,,,,,,,0.0,,,5.17446,,,,0.0,
2018,ODA Loans,Europe,Kosovo,1.5009,,,,,,,,,,,,,,,,1.50093,
2018,ODA Loans,Europe,Moldova,0.9056,,,,,,,,,0.0,,,,,,,0.90558,
2018,ODA Loans,Europe,Albania,0.0,,,,,,,,,0.0,,,,,,,0.0,
2018,ODA Loans,Europe,North Macedonia,0.0,,,,,,,,,,,,,,,,0.0,
2018,ODA Loans,Europe,Turkey,65.6623,,,,,,,,,,,,65.66234,,,,,
2018,ODA Loans,Middle East,Jordan,0.0,,,,0.0,,,,,,,,,,,,,
2018,ODA Loans,Europe,Serbia,0.0,,,,,,,,,,,,0.0,,,,0.0,
2017,ODA Grants,South America,Paraguay,0.1036,,,,,,,,,,,,,,0.10356,,,
2017,ODA Grants,South America,Bolivia,0.4095,,,,,,,,,,,,,,0.40947,,,
2017,ODA Grants,South America,Brazil,0.4275,,,,,,,,,,,,,,0.42753,,,
2017,ODA Grants,South America,Chile,0.1442,,,,,,,,,,,,,,0.14416,,,
2017,ODA Grants,South America,Colombia,0.1889,,,,,,,,,,,,,,0.18893,,,
2017,ODA Grants,South America,Guyana,0.0787,,,,,,,,,,,,,,0.07867,,,
2017,ODA Grants,South America,"South America, regional",0.9042,,,,,,,,,,,,,,0.90418,,,
2017,ODA Grants,South America,Peru,0.4657,,,,,,,,,,,,,,0.46574,,,
2017,ODA Grants,South America,Suriname,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Grants,"Other, unspecified","Bilateral, unspecified",0.0,,,,,,,,,,,,,,,,,0.0
2017,ODA Grants,South America,Uruguay,0.2505,,,,,,,,,,,,,,0.25052,,,
2017,ODA Grants,South America,Venezuela,0.0,,,,,,,,,,0.0,,,,,,,
2017,ODA Grants,South America,Argentina,0.335,,,,,,,,,,,,,,0.33501,,,
2017,ODA Grants,North & Central America,Panama,0.194,,,,,,,,,,,,,,0.19405,,,
2017,ODA Grants,Oceania,Vanuatu,0.224,,,,,0.22405,,,,,,,,,,,,
2017,ODA Grants,Oceania,Samoa,3.089,,,,,2.23242,,,,,,,,,,,0.85655,
2017,ODA Grants,Oceania,Papua New Guinea,0.07,,,,,0.06998,,,,,,,,,,,,
2017,ODA Grants,Oceania,Kiribati,0.4416,,,,,,,,,,,,,,,,0.44162,
2017,ODA Loans,Africa,Benin,9.8612,,0.0,,,,,,,,,,,,,,9.86119,
2017,ODA Grants,North & Central America,Nicaragua,28.4598,,,,,,,,,,,,,,0.2212,,28.23858,
2017,ODA Grants,North & Central America,Mexico,0.7113,,,,,,,,,,,,,,0.71129,,,
2017,ODA Grants,North & Central America,Jamaica,0.1635,,,,,,,,,,,,,,0.16354,,,
2017,ODA Grants,North & Central America,Honduras,0.5477,,,,,,,,,,,,,,0.54766,,,
2017,ODA Grants,North & Central America,Haiti,14.6043,,,,,,,,,,,,,,0.13645,,14.46788,
2017,ODA Grants,North & Central America,Guatemala,0.2867,,,,,,,,,,,,,,0.2867,,,
2017,ODA Grants,North & Central America,El Salvador,0.0,,,,,,,,,,,,,,0.0,,,
2017,ODA Grants,North & Central America,Dominican Republic,0.3995,,,,,,,,,,,,,,0.39949,,,
2017,ODA Grants,North & Central America,Costa Rica,0.1613,,,,,,,,,,,,,,0.16134,,,
2017,ODA Loans,Africa,Angola,11.8467,,0.0,,,,,,,,,,,,,,11.84668,
2017,ODA Loans,Africa,Mauritania,1.3072,,0.0,,0.0,,,,,,,,,,,,1.30725,
2017,ODA Loans,Africa,Botswana,0.0,,0.0,,,,,,,,,,,,,,,
2017,ODA Loans,Africa,Gambia,4.5774,,0.0,,,,,,,,,,,,,,4.57745,
2017,ODA Loans,Africa,Mozambique,20.1763,,0.0,,,,,,,,,,,,,,20.17626,
2017,ODA Grants,North & Central America,Belize,0.047,,,,,,,,,,,,,,0.04705,,,
2017,ODA Loans,Africa,Morocco,0.0,,0.0,,,,,,,,,,0.0,,,,,
2017,ODA Loans,Africa,Mali,13.4521,,0.0,,,,,,,,,,,,,,13.45208,
2017,ODA Loans,Africa,Malawi,10.7272,,0.0,,,,,,,,,,,,,,10.72717,
2017,ODA Loans,Africa,Madagascar,10.0389,,0.0,,,,,,,,,,,,,,10.03893,
2017,ODA Loans,Africa,Liberia,0.9143,,,,,,,,,,,,,,,,0.9143,
2017,ODA Loans,Africa,Lesotho,6.1362,,0.0,,,,,,,,,,,,,,6.13621,
2017,ODA Loans,Africa,Kenya,28.8724,,0.83258,,,,,,,,,,,,,,28.03982,
2017,ODA Loans,Africa,Guinea-Bissau,0.0,,0.0,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Africa,Guinea,3.5598,,0.0,,,,,,,,,,,,,,3.55982,
2017,ODA Loans,Africa,Ghana,1.3592,,0.0,,,,,,,,,,,,,,1.35922,
2017,ODA Loans,Africa,Ethiopia,45.4074,,0.0,,,,,,,,,,,,,,45.40736,
2017,ODA Loans,Africa,Burkina Faso,13.3048,,0.0,,,,,,,,,,,,,,13.30475,
2017,ODA Loans,Africa,Equatorial Guinea,0.0,,0.0,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Africa,Egypt,0.1883,,0.0,,0.18834,,,,,,,,,,,,0.0,
2017,ODA Loans,Africa,Djibouti,2.0856,,0.14547,,,,,,,,,,,,,,1.94014,
2017,ODA Loans,Africa,Democratic Republic of the Congo,23.3674,,0.0,,,,,,,,,,,,,,23.3674,
2017,ODA Loans,Africa,C̫te d'Ivoire,9.5508,,,,,,,,,,,,,,,,9.55082,
2017,ODA Loans,Africa,Congo,4.1271,,,,,,,,,,,,,,,,4.12708,
2017,ODA Loans,Africa,Comoros,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Africa,Chad,0.0,,0.0,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Africa,Central African Republic,-0.1205,,,,,,,,,,,,,,,,-0.12054,
2017,ODA Loans,Africa,Cameroon,9.747,,0.0,,,,,,,,,,,,,,9.74698,
2017,ODA Loans,Africa,Cabo Verde,0.0,,0.0,,,,,,,,,,,,,,0.0,
2017,ODA Loans,Africa,Burundi,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Grants,North & Central America,"Caribbean & Central America, regional",1.7649,,,,,,,0.0,,,,,,,1.76494,,,
2017,ODA Loans,Asia,Philippines,0.0,,,,,0.0,,,,,,,,,,,0.0,
2017,ODA Grants,Middle East,Yemen,357.3046,,,,1.10789,,,,,,,,,,,,356.19668,
2017,ODA Grants,Africa,South Sudan,21.8972,,,,,,,,,,,,,,,,21.89718,
2017,ODA Grants,Africa,Sierra Leone,7.2917,,,,,,,,,,,,,,,,7.29167,
2017,ODA Grants,Africa,Rwanda,-0.1209,,,,,,,,,,,,,,,,-0.12092,
2017,ODA Grants,Africa,Niger,7.1615,,,,,,,,,,,,,,,,7.16151,
2017,ODA Grants,Africa,Mozambique,9.9491,,,,,,,,,,,,,,,,9.94907,
2017,ODA Grants,Africa,Mauritania,3.117,,,,,,,,,,,,,,,,3.11702,
2017,ODA Grants,Africa,Mali,4.4991,,,,,,,,,,,,,,,,4.49913,
2017,ODA Grants,Africa,Malawi,23.2309,,0.0,,,,,,,,,,,,,,23.23094,
2017,ODA Grants,Africa,Madagascar,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Grants,Africa,Liberia,-16.8755,,,,,,,,,,,,,,,,-16.87549,
2017,ODA Grants,Africa,Kenya,0.0,,,,,,,,,,,,,,,,,0.0
2017,ODA Grants,Africa,Guinea,8.595,,,,,,,,,,,,,,,,8.59499,
2017,ODA Grants,Africa,Ghana,2.117,,,,,,,,,,,,,,,,2.11696,
2017,ODA Grants,Africa,Gambia,5.7429,,,,,,,,,,,,,,,,5.74289,0.0
2017,ODA Grants,Africa,Ethiopia,0.0,,,,,,,,,,,,,,,,0.0,
2017,ODA Grants,Africa,Egypt,0.9689,0.23396,,,0.7349,,,,,,,,,,,,,
2017,ODA Grants,Africa,Djibouti,0.0207,,0.02065,,,,,,,,,,,,,,,0.0
2017,ODA Grants,Africa,Democratic Republic of the Congo,43.5401,,,,,,,,,,,,,,,,43.54011,
2017,ODA Grants,Africa,C̫te d'Ivoire,6.8699,,,,,,,,,,,,,,,,6.86993,
2017,ODA Grants,Africa,Comoros,0.8975,,,,,,,,,,,,,,,,0.89748,
2017,ODA Grants,Africa,Chad,6.8647,,,,,,,,,,,,,,,,6.86474,
2017,ODA Grants,Africa,Central African Republic,2.013,,,,,,,,,,,,,,,,2.01302,
2017,ODA Grants,Africa,Burundi,15.0539,,,,,,,,,,,,,,,,15.05394,
2017,ODA Grants,Africa,Burkina Faso,16.599,,,,,,,,,,,,,,,,16.59897,
2017,ODA Grants,Africa,Benin,3.5944,,,,,,,,,,,,,,,,3.59441,
