iso3_code,year,value,condition,source,entity_name,value_annotation
SLE,2021,5168284.451575479,Noncommunicable diseases,External,Sierra Leone,5.17 million
SLE,2021,16622414.149456631,Malaria,Domestic government,Sierra Leone,16.62 million
SLE,2021,24035126.818257455,Malaria,External,Sierra Leone,24.04 million
SLE,2021,4186478.8935576617,Family planning,Private and out-of-pocket,Sierra Leone,4.19 million
SLE,2021,15932003.136987496,Nutritional deficiencies,Private and out-of-pocket,Sierra Leone,15.93 million
SLE,2021,1847047.2428735504,Family planning,External,Sierra Leone,1.85 million
SLE,2021,1344213.4307172415,Tuberculosis,Private and out-of-pocket,Sierra Leone,1.34 million
SLE,2021,4190788.5858102986,Maternal health,External,Sierra Leone,4.19 million
SLE,2021,1762026.694606373,Family planning,Domestic government,Sierra Leone,1.76 million
SLE,2021,6039007.11702167,Nutritional deficiencies,Domestic government,Sierra Leone,6.04 million
SLE,2021,39008122.49503336,Malaria,Private and out-of-pocket,Sierra Leone,39.01 million
SLE,2021,7711265.523488457,Injuries,Private and out-of-pocket,Sierra Leone,7.71 million
SLE,2021,1607328.674189822,Injuries,Domestic government,Sierra Leone,1.61 million
SLE,2021,39184355.25919466,Noncommunicable diseases,Private and out-of-pocket,Sierra Leone,39.18 million
SLE,2021,1358631.2689426646,HIV/AIDS and other STDs,Private and out-of-pocket,Sierra Leone,1.36 million
SLE,2021,4492273.728120721,Nutritional deficiencies,External,Sierra Leone,4.49 million
SLE,2021,10104031.559533335,Maternal health,Private and out-of-pocket,Sierra Leone,10.10 million
SLE,2021,75647.16398928828,Injuries,External,Sierra Leone,"75,647"
ZAF,2019,823142678.9650409,Nutritional deficiencies,Domestic government,South Africa,823.14 million
ZAF,2019,9687817.736753872,Malaria,Domestic government,South Africa,9.69 million
ZAF,2019,405500216.5603153,Tuberculosis,Domestic government,South Africa,405.50 million
ZAF,2019,8274408362.43476,Noncommunicable diseases,Domestic government,South Africa,8.27 billion
ZAF,2019,9541887339.20339,Noncommunicable diseases,Private and out-of-pocket,South Africa,9.54 billion
ZAF,2019,2531098935.873359,Injuries,Domestic government,South Africa,2.53 billion
ZAF,2019,34078391.42420607,Family planning,Private and out-of-pocket,South Africa,34.08 million
ZAF,2019,16152261.45558448,Maternal health,External,South Africa,16.15 million
ZAF,2019,13978879.547211071,Tuberculosis,External,South Africa,13.98 million
ZAF,2019,467155605.72521627,Family planning,Domestic government,South Africa,467.16 million
ZAF,2019,3068420941.343695,HIV/AIDS and other STDs,Domestic government,South Africa,3.07 billion
ZAF,2019,1207914699.3830006,Maternal health,Private and out-of-pocket,South Africa,1.21 billion
ZAF,2019,1383167175.0684018,Maternal health,Domestic government,South Africa,1.38 billion
ZAF,2019,15378810.869872848,Nutritional deficiencies,Private and out-of-pocket,South Africa,15.38 million
ZAF,2019,1017666286.4406128,Injuries,Private and out-of-pocket,South Africa,1.02 billion
ZAF,2019,343048836.6044554,HIV/AIDS and other STDs,External,South Africa,343.05 million
SSD,2019,7932981.827977006,Maternal health,Domestic government,South Sudan,7.93 million
SSD,2019,35913655.54476103,Nutritional deficiencies,External,South Sudan,35.91 million
SSD,2019,1363133.7367561185,Nutritional deficiencies,Private and out-of-pocket,South Sudan,1.36 million
SSD,2019,13.791982334579142,Tuberculosis,Private and out-of-pocket,South Sudan,14
SSD,2019,112836080.70338345,Malaria,Private and out-of-pocket,South Sudan,112.84 million
SSD,2019,1009240.8940974604,HIV/AIDS and other STDs,Private and out-of-pocket,South Sudan,1.01 million
SSD,2019,63308847.89275818,Malaria,External,South Sudan,63.31 million
SSD,2019,5553938.106611073,Noncommunicable diseases,Private and out-of-pocket,South Sudan,5.55 million
SSD,2019,15607978.171115523,Malaria,Domestic government,South Sudan,15.61 million
SSD,2019,3651670.0788932503,Maternal health,Private and out-of-pocket,South Sudan,3.65 million
SSD,2019,952559.4704532156,Family planning,External,South Sudan,"952,559"
SSD,2019,20070297.99826877,Maternal health,External,South Sudan,20.07 million
SSD,2019,58106518.80604144,Injuries,Private and out-of-pocket,South Sudan,58.11 million
SSD,2019,22378293.027076382,HIV/AIDS and other STDs,External,South Sudan,22.38 million
SSD,2019,11935453.623630712,Tuberculosis,External,South Sudan,11.94 million
SSD,2019,13101193.373218972,Noncommunicable diseases,External,South Sudan,13.10 million
SSD,2019,87031.24781764302,Noncommunicable diseases,Domestic government,South Sudan,"87,031"
SSD,2019,439718.5017609815,HIV/AIDS and other STDs,Domestic government,South Sudan,"439,719"
SSD,2019,262704.4660315009,Nutritional deficiencies,Domestic government,South Sudan,"262,704"
SSD,2019,148891.54159632526,Injuries,External,South Sudan,"148,892"
SSD,2019,9553951.87965509,Injuries,Domestic government,South Sudan,9.55 million
LKA,2018,25395.83988485909,Family planning,External,Sri Lanka,"25,396"
LKA,2018,3738788.4715761337,Tuberculosis,External,Sri Lanka,3.74 million
LKA,2018,3328404.519739266,Nutritional deficiencies,Private and out-of-pocket,Sri Lanka,3.33 million
LKA,2018,2793422.8367367443,Family planning,Private and out-of-pocket,Sri Lanka,2.79 million
LKA,2018,424767293.6780809,Noncommunicable diseases,Private and out-of-pocket,Sri Lanka,424.77 million
LKA,2018,830816.642529774,Malaria,Domestic government,Sri Lanka,"830,817"
LKA,2018,3680390.233377003,HIV/AIDS and other STDs,External,Sri Lanka,3.68 million
LKA,2018,6710865.815352144,Nutritional deficiencies,External,Sri Lanka,6.71 million
LKA,2018,8337668.915365681,HIV/AIDS and other STDs,Domestic government,Sri Lanka,8.34 million
LKA,2018,30478193.94578881,Nutritional deficiencies,Domestic government,Sri Lanka,30.48 million
LKA,2018,603592644.2200377,Noncommunicable diseases,Domestic government,Sri Lanka,603.59 million
LKA,2018,10275751.855195789,Family planning,Domestic government,Sri Lanka,10.28 million
LKA,2018,50764159.03527112,Maternal health,Private and out-of-pocket,Sri Lanka,50.76 million
LKA,2018,146691798.21477783,Injuries,Domestic government,Sri Lanka,146.69 million
LKA,2018,5952916.020356373,Tuberculosis,Domestic government,Sri Lanka,5.95 million
LKA,2018,1361314.980237935,Tuberculosis,Private and out-of-pocket,Sri Lanka,1.36 million
LKA,2018,73285687.5444236,Injuries,Private and out-of-pocket,Sri Lanka,73.29 million
LKA,2018,6542.988971342872,Malaria,Private and out-of-pocket,Sri Lanka,"6,543"
LKA,2018,95803781.7800025,Maternal health,Domestic government,Sri Lanka,95.80 million
LKA,2018,59990.389137210026,HIV/AIDS and other STDs,Private and out-of-pocket,Sri Lanka,"59,990"
SDN,2019,2210309.6837556115,Malaria,Private and out-of-pocket,Sudan,2.21 million
SDN,2019,4044064.722835115,Nutritional deficiencies,Domestic government,Sudan,4.04 million
SDN,2019,2609451.395589194,Tuberculosis,External,Sudan,2.61 million
SDN,2019,6195388.896099791,Maternal health,Private and out-of-pocket,Sudan,6.20 million
SDN,2019,596873600.415268,Noncommunicable diseases,Private and out-of-pocket,Sudan,596.87 million
SDN,2019,498728.9620542038,Tuberculosis,Private and out-of-pocket,Sudan,"498,729"
SDN,2019,4623775.688994219,Injuries,Domestic government,Sudan,4.62 million
SDN,2019,3499430.606587844,Nutritional deficiencies,Private and out-of-pocket,Sudan,3.50 million
SDN,2019,745307.8818648852,HIV/AIDS and other STDs,Private and out-of-pocket,Sudan,"745,308"
SDN,2019,419204.1835060816,Maternal health,External,Sudan,"419,204"
SDN,2019,1367945.2083393962,HIV/AIDS and other STDs,Domestic government,Sudan,1.37 million
SDN,2019,16657828.500482343,Malaria,External,Sudan,16.66 million
SDN,2019,11603592.318855288,Malaria,Domestic government,Sudan,11.60 million
SDN,2019,138292559.8613986,Injuries,Private and out-of-pocket,Sudan,138.29 million
SDN,2019,709442.3860247366,Maternal health,Domestic government,Sudan,"709,442"
SDN,2019,2903448.9115648614,HIV/AIDS and other STDs,External,Sudan,2.90 million
SDN,2019,203097318.1827279,Noncommunicable diseases,Domestic government,Sudan,203.10 million
SDN,2019,1211156.819416182,Tuberculosis,Domestic government,Sudan,1.21 million
SDN,2019,2539509.342928913,Nutritional deficiencies,External,Sudan,2.54 million
TJK,2019,4302963.147407118,Injuries,Domestic government,Tajikistan,4.30 million
TJK,2019,427930.8677331417,HIV/AIDS and other STDs,Private and out-of-pocket,Tajikistan,"427,931"
TJK,2019,8221003.554491462,Injuries,Private and out-of-pocket,Tajikistan,8.22 million
TJK,2019,9676.828667332353,Nutritional deficiencies,Private and out-of-pocket,Tajikistan,"9,677"
TJK,2019,219341.44979286665,Family planning,Private and out-of-pocket,Tajikistan,"219,341"
TJK,2019,407502.0072132179,Tuberculosis,Private and out-of-pocket,Tajikistan,"407,502"
TJK,2019,793499.950721253,Malaria,Domestic government,Tajikistan,"793,500"
TJK,2019,133827314.85965064,Noncommunicable diseases,Private and out-of-pocket,Tajikistan,133.83 million
TJK,2019,32864660.56063118,Maternal health,Domestic government,Tajikistan,32.86 million
TJK,2019,3766436.757962803,Family planning,Domestic government,Tajikistan,3.77 million
TJK,2019,6145861.406941302,Tuberculosis,Domestic government,Tajikistan,6.15 million
TJK,2019,36436485.54206208,Maternal health,Private and out-of-pocket,Tajikistan,36.44 million
TJK,2019,206439.01156975684,Nutritional deficiencies,Domestic government,Tajikistan,"206,439"
TJK,2019,75628716.84794337,Noncommunicable diseases,Domestic government,Tajikistan,75.63 million
TJK,2019,3198729.4761459716,HIV/AIDS and other STDs,Domestic government,Tajikistan,3.20 million
TJK,2019,4817985.473146252,HIV/AIDS and other STDs,External,Tajikistan,4.82 million
TZA,2019,12740744.158347068,Noncommunicable diseases,External,Tanzania,12.74 million
TZA,2019,108944847.04154262,Malaria,External,Tanzania,108.94 million
TZA,2019,4853155.795698711,Tuberculosis,Private and out-of-pocket,Tanzania,4.85 million
TZA,2019,1928762.0223018029,Injuries,External,Tanzania,1.93 million
TZA,2019,79653285.15798768,Noncommunicable diseases,Private and out-of-pocket,Tanzania,79.65 million
TZA,2019,93142121.75569317,HIV/AIDS and other STDs,Private and out-of-pocket,Tanzania,93.14 million
TZA,2019,21949515.612907495,Nutritional deficiencies,Domestic government,Tanzania,21.95 million
TZA,2019,581267214.4134866,HIV/AIDS and other STDs,External,Tanzania,581.27 million
TZA,2019,25475935.16715716,Maternal health,External,Tanzania,25.48 million
TZA,2019,14602337.436473936,Injuries,Domestic government,Tanzania,14.60 million
TZA,2019,385150497.52180487,Malaria,Domestic government,Tanzania,385.15 million
TZA,2019,101858932.3354246,HIV/AIDS and other STDs,Domestic government,Tanzania,101.86 million
TZA,2019,12163321.00888278,Injuries,Private and out-of-pocket,Tanzania,12.16 million
TZA,2019,189831862.34981993,Noncommunicable diseases,Domestic government,Tanzania,189.83 million
TZA,2019,16265174.975074522,Nutritional deficiencies,External,Tanzania,16.27 million
TZA,2019,174968614.57807466,Malaria,Private and out-of-pocket,Tanzania,174.97 million
TZA,2019,6647075.4929714715,Tuberculosis,Domestic government,Tanzania,6.65 million
TZA,2019,16166256.35766871,Nutritional deficiencies,Private and out-of-pocket,Tanzania,16.17 million
TZA,2019,55384003.883111365,Maternal health,Domestic government,Tanzania,55.38 million
TZA,2019,40973168.04140055,Maternal health,Private and out-of-pocket,Tanzania,40.97 million
TZA,2019,14376816.90280106,Family planning,External,Tanzania,14.38 million
TZA,2019,48836114.87389723,Family planning,Domestic government,Tanzania,48.84 million
TZA,2019,11872230.658147337,Family planning,Private and out-of-pocket,Tanzania,11.87 million
TZA,2019,14230903.111690326,Tuberculosis,External,Tanzania,14.23 million
TGO,2021,9312596.287846908,Nutritional deficiencies,Private and out-of-pocket,Togo,9.31 million
TGO,2021,2523147.401523179,Injuries,External,Togo,2.52 million
TGO,2021,7118008.770655811,Malaria,Domestic government,Togo,7.12 million
TGO,2021,16470646.15713989,Maternal health,Domestic government,Togo,16.47 million
TGO,2021,2022618.1718122903,Maternal health,External,Togo,2.02 million
TGO,2021,50153440.98878059,Noncommunicable diseases,Private and out-of-pocket,Togo,50.15 million
TGO,2021,52226730.88766798,Maternal health,Private and out-of-pocket,Togo,52.23 million
TGO,2021,176993.370944679,Family planning,Domestic government,Togo,"176,993"
TGO,2021,2480477.871392224,HIV/AIDS and other STDs,Private and out-of-pocket,Togo,2.48 million
TGO,2021,964355.6983183884,Nutritional deficiencies,Domestic government,Togo,"964,356"
TGO,2021,16519809.175650436,HIV/AIDS and other STDs,External,Togo,16.52 million
TGO,2021,542452.8266934732,Tuberculosis,External,Togo,"542,453"
TGO,2021,2333754.33062929,Injuries,Domestic government,Togo,2.33 million
TGO,2021,5476311.724575273,Noncommunicable diseases,External,Togo,5.48 million
TGO,2021,976119.2224550322,Family planning,External,Togo,"976,119"
TGO,2021,118194.1205867413,Tuberculosis,Domestic government,Togo,"118,194"
TGO,2021,4747368.8586864555,Noncommunicable diseases,Domestic government,Togo,4.75 million
TGO,2021,1763756.7075127375,Nutritional deficiencies,External,Togo,1.76 million
TGO,2021,240768.24307617953,Family planning,Private and out-of-pocket,Togo,"240,768"
TGO,2021,23658005.61858156,Injuries,Private and out-of-pocket,Togo,23.66 million
TGO,2021,17887831.690016057,Malaria,External,Togo,17.89 million
TGO,2021,2924459.2614017376,HIV/AIDS and other STDs,Domestic government,Togo,2.92 million
TGO,2021,80993115.96549259,Malaria,Private and out-of-pocket,Togo,80.99 million
TUN,2019,0.0,Malaria,Domestic government,Tunisia,0
TUN,2019,0.0,Malaria,External,Tunisia,0
UGA,2019,14756395.310012532,Tuberculosis,External,Uganda,14.76 million
UGA,2019,66929372.86371376,Noncommunicable diseases,Domestic government,Uganda,66.93 million
UGA,2019,402912982.8781882,HIV/AIDS and other STDs,External,Uganda,402.91 million
UGA,2019,26480874.492339008,Maternal health,Private and out-of-pocket,Uganda,26.48 million
UGA,2019,1177955.1604545778,Family planning,Private and out-of-pocket,Uganda,1.18 million
UGA,2019,53433721.19065478,Injuries,Private and out-of-pocket,Uganda,53.43 million
UGA,2019,23303358.246617995,Maternal health,Domestic government,Uganda,23.30 million
UGA,2019,6003214.246460859,Injuries,Domestic government,Uganda,6.00 million
UGA,2019,4240406.047411491,HIV/AIDS and other STDs,Domestic government,Uganda,4.24 million
UGA,2019,29545081.798357338,Malaria,Domestic government,Uganda,29.55 million
UGA,2019,20234541.44324721,Maternal health,External,Uganda,20.23 million
UGA,2019,32472948.65121269,Family planning,External,Uganda,32.47 million
UGA,2019,16888510.799083486,Nutritional deficiencies,External,Uganda,16.89 million
UGA,2019,15125407.68915214,Nutritional deficiencies,Domestic government,Uganda,15.13 million
UGA,2019,806905.3966787886,Injuries,External,Uganda,"806,905"
UGA,2019,5307403.165641335,Nutritional deficiencies,Private and out-of-pocket,Uganda,5.31 million
UGA,2019,4500214.689622906,HIV/AIDS and other STDs,Private and out-of-pocket,Uganda,4.50 million
UGA,2019,129769585.30250572,Malaria,Private and out-of-pocket,Uganda,129.77 million
UGA,2019,236122.24351836616,Tuberculosis,Domestic government,Uganda,"236,122"
UGA,2019,79789030.15423538,Malaria,External,Uganda,79.79 million
UGA,2019,15552424.31146707,Noncommunicable diseases,External,Uganda,15.55 million
UGA,2019,341788105.75141966,Noncommunicable diseases,Private and out-of-pocket,Uganda,341.79 million
UGA,2019,743111.668259399,Tuberculosis,Private and out-of-pocket,Uganda,"743,112"
UGA,2019,475591.2952812132,Family planning,Domestic government,Uganda,"475,591"
UZB,2019,88001445.05427107,Maternal health,Domestic government,Uzbekistan,88.00 million
UZB,2019,315187642.13609356,Noncommunicable diseases,Domestic government,Uzbekistan,315.19 million
UZB,2019,8464508.017246878,Nutritional deficiencies,Domestic government,Uzbekistan,8.46 million
UZB,2019,22206941.003349233,HIV/AIDS and other STDs,Domestic government,Uzbekistan,22.21 million
UZB,2019,90102672.06485552,Tuberculosis,Domestic government,Uzbekistan,90.10 million
UZB,2019,850527.1302356692,Family planning,Domestic government,Uzbekistan,"850,527"
UZB,2019,3407313.1212803717,Injuries,Domestic government,Uzbekistan,3.41 million
ZMB,2016,334978.23065138754,Noncommunicable diseases,External,Zambia,"334,978"
ZMB,2016,5053962.3122305805,Injuries,Private and out-of-pocket,Zambia,5.05 million
ZMB,2016,53962761.04565852,HIV/AIDS and other STDs,Domestic government,Zambia,53.96 million
ZMB,2016,11405430.846386528,Family planning,Private and out-of-pocket,Zambia,11.41 million
ZMB,2016,63773946.29544974,Noncommunicable diseases,Domestic government,Zambia,63.77 million
ZMB,2016,35424695.59287903,Malaria,External,Zambia,35.42 million
ZMB,2016,11363276.592043562,Nutritional deficiencies,External,Zambia,11.36 million
ZMB,2016,14731751.878077868,Family planning,External,Zambia,14.73 million
ZMB,2016,5072696.433343183,Tuberculosis,Domestic government,Zambia,5.07 million
ZMB,2016,27716044.273095444,Malaria,Private and out-of-pocket,Zambia,27.72 million
ZMB,2016,108794242.93549898,Malaria,Domestic government,Zambia,108.79 million
ZMB,2016,2272306.7901544417,Tuberculosis,Private and out-of-pocket,Zambia,2.27 million
ZMB,2016,334361221.8938507,HIV/AIDS and other STDs,External,Zambia,334.36 million
ZMB,2016,8137428.75473096,Maternal health,External,Zambia,8.14 million
ZMB,2016,59948960.986047536,Noncommunicable diseases,Private and out-of-pocket,Zambia,59.95 million
ZMB,2016,4288232.794750033,Family planning,Domestic government,Zambia,4.29 million
ZMB,2016,55049304.241223074,Maternal health,Domestic government,Zambia,55.05 million
ZMB,2016,23331635.22751719,HIV/AIDS and other STDs,Private and out-of-pocket,Zambia,23.33 million
ZMB,2016,37777419.23649854,Injuries,Domestic government,Zambia,37.78 million
ZMB,2016,1288533.1083679956,Nutritional deficiencies,Domestic government,Zambia,1.29 million
ZMB,2016,120830.50793073353,Nutritional deficiencies,Private and out-of-pocket,Zambia,"120,831"
ZMB,2016,6854321.433092335,Maternal health,Private and out-of-pocket,Zambia,6.85 million
ZWE,2020,43610.9815733601,Family planning,External,Zimbabwe,"43,611"
ZWE,2020,10871968.891787224,Malaria,Private and out-of-pocket,Zimbabwe,10.87 million
ZWE,2020,79077324.63981263,Noncommunicable diseases,Private and out-of-pocket,Zimbabwe,79.08 million
ZWE,2020,20921657.68239155,Malaria,Domestic government,Zimbabwe,20.92 million
ZWE,2020,631839.1551033185,Family planning,Private and out-of-pocket,Zimbabwe,"631,839"
ZWE,2020,1364638.9679316476,Nutritional deficiencies,Domestic government,Zimbabwe,1.36 million
ZWE,2020,59430986.394134566,Noncommunicable diseases,Domestic government,Zimbabwe,59.43 million
ZWE,2020,148371.75445796043,Nutritional deficiencies,Private and out-of-pocket,Zimbabwe,"148,372"
ZWE,2020,1080775.8585630476,Family planning,Domestic government,Zimbabwe,1.08 million
ZWE,2020,9346372.206786912,Tuberculosis,External,Zimbabwe,9.35 million
ZWE,2020,1666.0375730293176,Maternal health,External,Zimbabwe,"1,666"
ZWE,2020,1683250.989219854,Maternal health,Private and out-of-pocket,Zimbabwe,1.68 million
ZWE,2020,2683320.6803867356,HIV/AIDS and other STDs,Private and out-of-pocket,Zimbabwe,2.68 million
ZWE,2020,302059600.4478578,HIV/AIDS and other STDs,External,Zimbabwe,302.06 million
ZWE,2020,25137.56593273869,Injuries,External,Zimbabwe,"25,138"
ZWE,2020,10427973.530634789,Nutritional deficiencies,External,Zimbabwe,10.43 million
ZWE,2020,50974327.42946268,Noncommunicable diseases,External,Zimbabwe,50.97 million
ZWE,2020,24146714.07395063,Malaria,External,Zimbabwe,24.15 million
ZWE,2020,11656547.964218937,Injuries,Domestic government,Zimbabwe,11.66 million
ZWE,2020,2852428.0438840496,Tuberculosis,Private and out-of-pocket,Zimbabwe,2.85 million
ZWE,2020,5235144.173417914,Maternal health,Domestic government,Zimbabwe,5.24 million
ZWE,2020,8912725.91880001,HIV/AIDS and other STDs,Domestic government,Zimbabwe,8.91 million
ZWE,2020,21616235.202808656,Injuries,Private and out-of-pocket,Zimbabwe,21.62 million
