year,source,country,value
2006-01-01,domestic private excluding out-of-pocket,Malaysia,733.909
2007-01-01,domestic private excluding out-of-pocket,Malaysia,808.359
2008-01-01,domestic private excluding out-of-pocket,Malaysia,787.203
2009-01-01,domestic private excluding out-of-pocket,Malaysia,908.367
2010-01-01,domestic private excluding out-of-pocket,Malaysia,992.289
2011-01-01,domestic private excluding out-of-pocket,Malaysia,1087.041
2012-01-01,domestic private excluding out-of-pocket,Malaysia,1223.261
2013-01-01,domestic private excluding out-of-pocket,Malaysia,1240.561
2014-01-01,domestic private excluding out-of-pocket,Malaysia,1366.105
2015-01-01,domestic private excluding out-of-pocket,Malaysia,1582.668
2016-01-01,domestic private excluding out-of-pocket,Malaysia,1592.004
2017-01-01,domestic private excluding out-of-pocket,Malaysia,1600.351
2018-01-01,domestic private excluding out-of-pocket,Malaysia,1668.016
2019-01-01,domestic private excluding out-of-pocket,Malaysia,1705.457
2020-01-01,domestic private excluding out-of-pocket,Malaysia,1838.113
2021-01-01,domestic private excluding out-of-pocket,Malaysia,1913.224
2000-01-01,domestic private excluding out-of-pocket,Malaysia,0.318
2001-01-01,domestic private excluding out-of-pocket,Malaysia,0.369
2002-01-01,domestic private excluding out-of-pocket,Malaysia,0.377
2003-01-01,domestic private excluding out-of-pocket,Malaysia,0.397
2004-01-01,domestic private excluding out-of-pocket,Malaysia,0.371
2005-01-01,domestic private excluding out-of-pocket,Malaysia,0.364
2006-01-01,domestic private excluding out-of-pocket,Malaysia,0.354
2007-01-01,domestic private excluding out-of-pocket,Malaysia,0.367
2008-01-01,domestic private excluding out-of-pocket,Malaysia,0.341
2009-01-01,domestic private excluding out-of-pocket,Malaysia,0.4
2010-01-01,domestic private excluding out-of-pocket,Malaysia,0.406
2011-01-01,domestic private excluding out-of-pocket,Malaysia,0.422
2012-01-01,domestic private excluding out-of-pocket,Malaysia,0.451
2013-01-01,domestic private excluding out-of-pocket,Malaysia,0.436
2014-01-01,domestic private excluding out-of-pocket,Malaysia,0.453
2015-01-01,domestic private excluding out-of-pocket,Malaysia,0.5
2016-01-01,domestic private excluding out-of-pocket,Malaysia,0.482
2017-01-01,domestic private excluding out-of-pocket,Malaysia,0.458
2018-01-01,domestic private excluding out-of-pocket,Malaysia,0.455
2019-01-01,domestic private excluding out-of-pocket,Malaysia,0.446
2020-01-01,domestic private excluding out-of-pocket,Malaysia,0.508
2021-01-01,domestic private excluding out-of-pocket,Malaysia,0.512
2000-01-01,domestic private excluding out-of-pocket,Malaysia,11.22
2001-01-01,domestic private excluding out-of-pocket,Malaysia,12.12
2002-01-01,domestic private excluding out-of-pocket,Malaysia,12.39
2003-01-01,domestic private excluding out-of-pocket,Malaysia,11.94
2004-01-01,domestic private excluding out-of-pocket,Malaysia,11.47
2005-01-01,domestic private excluding out-of-pocket,Malaysia,11.55
2006-01-01,domestic private excluding out-of-pocket,Malaysia,10.23
2007-01-01,domestic private excluding out-of-pocket,Malaysia,10.68
2008-01-01,domestic private excluding out-of-pocket,Malaysia,10.19
2009-01-01,domestic private excluding out-of-pocket,Malaysia,10.92
2010-01-01,domestic private excluding out-of-pocket,Malaysia,11.37
2011-01-01,domestic private excluding out-of-pocket,Malaysia,11.3
2012-01-01,domestic private excluding out-of-pocket,Malaysia,11.53
2013-01-01,domestic private excluding out-of-pocket,Malaysia,11.05
2014-01-01,domestic private excluding out-of-pocket,Malaysia,10.89
2015-01-01,domestic private excluding out-of-pocket,Malaysia,11.57
2016-01-01,domestic private excluding out-of-pocket,Malaysia,11.52
2017-01-01,domestic private excluding out-of-pocket,Malaysia,10.97
2018-01-01,domestic private excluding out-of-pocket,Malaysia,10.8
2019-01-01,domestic private excluding out-of-pocket,Malaysia,10.4
2020-01-01,domestic private excluding out-of-pocket,Malaysia,11.06
2021-01-01,domestic private excluding out-of-pocket,Malaysia,10.48
2000-01-01,domestic private excluding out-of-pocket,Marshall Islands,20.847
2001-01-01,domestic private excluding out-of-pocket,Marshall Islands,21.437
2002-01-01,domestic private excluding out-of-pocket,Marshall Islands,22.255
2003-01-01,domestic private excluding out-of-pocket,Marshall Islands,22.822
2004-01-01,domestic private excluding out-of-pocket,Marshall Islands,23.901
2005-01-01,domestic private excluding out-of-pocket,Marshall Islands,24.752
2006-01-01,domestic private excluding out-of-pocket,Marshall Islands,25.009
2007-01-01,domestic private excluding out-of-pocket,Marshall Islands,26.536
2008-01-01,domestic private excluding out-of-pocket,Marshall Islands,26.867
2009-01-01,domestic private excluding out-of-pocket,Marshall Islands,26.93
2010-01-01,domestic private excluding out-of-pocket,Marshall Islands,28.745
2011-01-01,domestic private excluding out-of-pocket,Marshall Islands,28.295
2012-01-01,domestic private excluding out-of-pocket,Marshall Islands,27.287
2013-01-01,domestic private excluding out-of-pocket,Marshall Islands,28.089
2014-01-01,domestic private excluding out-of-pocket,Marshall Islands,28.63
2015-01-01,domestic private excluding out-of-pocket,Marshall Islands,30.503
2016-01-01,domestic private excluding out-of-pocket,Marshall Islands,30.009
2017-01-01,domestic private excluding out-of-pocket,Marshall Islands,31.6
2018-01-01,domestic private excluding out-of-pocket,Marshall Islands,34.203
2019-01-01,domestic private excluding out-of-pocket,Marshall Islands,40.994
2020-01-01,domestic private excluding out-of-pocket,Marshall Islands,40.835
2021-01-01,domestic private excluding out-of-pocket,Marshall Islands,41.855
2000-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.13
2001-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.166
2002-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.213
2003-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.244
2004-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.301
2005-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.345
2006-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.356
2007-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.434
2008-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.446
2009-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.443
2010-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.535
2011-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.499
2012-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.424
2013-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.442
2014-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.443
2015-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.507
2016-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.45
2017-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.491
2018-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.573
2019-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.834
2020-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.773
2021-01-01,domestic private excluding out-of-pocket,Marshall Islands,1.76
2000-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.632
2001-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.613
2002-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.612
2003-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.639
2004-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.672
2005-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.681
2006-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.685
2007-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.702
2008-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.767
2009-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.736
2010-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.747
2011-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.728
2012-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.702
2013-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.684
2014-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.695
2015-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.71
2016-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.668
2017-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.662
2018-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.662
2019-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.698
2020-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.694
2021-01-01,domestic private excluding out-of-pocket,Marshall Islands,0.682
2000-01-01,domestic private excluding out-of-pocket,Marshall Islands,3.49
2001-01-01,domestic private excluding out-of-pocket,Marshall Islands,3.97
2002-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.55
2003-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.77
2004-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.12
2005-01-01,domestic private excluding out-of-pocket,Marshall Islands,3.28
2006-01-01,domestic private excluding out-of-pocket,Marshall Islands,3.28
2007-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.19
2008-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.62
2009-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.85
2010-01-01,domestic private excluding out-of-pocket,Marshall Islands,5.08
2011-01-01,domestic private excluding out-of-pocket,Marshall Islands,5.27
2012-01-01,domestic private excluding out-of-pocket,Marshall Islands,5.08
2013-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.86
2014-01-01,domestic private excluding out-of-pocket,Marshall Islands,5.08
2015-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.4
2016-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.07
2017-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.42
2018-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.11
2019-01-01,domestic private excluding out-of-pocket,Marshall Islands,4.43
2020-01-01,domestic private excluding out-of-pocket,Marshall Islands,5.17
2021-01-01,domestic private excluding out-of-pocket,Marshall Islands,5.17
2000-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.342
2001-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.386
2002-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.362
2003-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.415
2004-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.434
2005-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.44
2006-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.428
2007-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",2.084
2008-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.393
2009-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.442
2010-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.421
2011-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.461
2012-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",1.375
2013-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2014-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2015-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2016-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2017-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.02
2018-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2019-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2020-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2021-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2000-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.15
2001-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.155
2002-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.152
2003-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.158
2004-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.16
2005-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.16
2006-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.158
2007-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.228
2008-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.151
2009-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.156
2010-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.153
2011-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.158
2012-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.149
2013-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2014-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2015-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2016-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2017-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.002
2018-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2019-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2020-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2021-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2000-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.038
2001-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.038
2002-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.037
2003-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.038
2004-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.04
2005-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.039
2006-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.038
2007-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.056
2008-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.038
2009-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.039
2010-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.037
2011-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.037
2012-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.036
2013-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2014-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2015-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2016-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2017-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.001
2018-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2019-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2020-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2021-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2000-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.48
2001-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.45
2002-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.47
2003-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.4
2004-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.33
2005-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.22
2006-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.36
2007-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.51
2008-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.32
2009-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.31
2010-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.29
2011-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.29
2012-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.29
2013-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2014-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2015-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2016-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2017-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2018-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2019-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",0.0
2020-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2021-01-01,domestic private excluding out-of-pocket,"Micronesia, Fed. Sts.",-0.0
2000-01-01,domestic private excluding out-of-pocket,Mongolia,4.881
2001-01-01,domestic private excluding out-of-pocket,Mongolia,4.404
2002-01-01,domestic private excluding out-of-pocket,Mongolia,4.119
2003-01-01,domestic private excluding out-of-pocket,Mongolia,2.607
2004-01-01,domestic private excluding out-of-pocket,Mongolia,3.728
2005-01-01,domestic private excluding out-of-pocket,Mongolia,2.803
2006-01-01,domestic private excluding out-of-pocket,Mongolia,3.515
2007-01-01,domestic private excluding out-of-pocket,Mongolia,3.552
2008-01-01,domestic private excluding out-of-pocket,Mongolia,2.747
2009-01-01,domestic private excluding out-of-pocket,Mongolia,2.479
2010-01-01,domestic private excluding out-of-pocket,Mongolia,2.44
2011-01-01,domestic private excluding out-of-pocket,Mongolia,2.892
2012-01-01,domestic private excluding out-of-pocket,Mongolia,2.795
2013-01-01,domestic private excluding out-of-pocket,Mongolia,3.235
2014-01-01,domestic private excluding out-of-pocket,Mongolia,3.924
2015-01-01,domestic private excluding out-of-pocket,Mongolia,4.136
2016-01-01,domestic private excluding out-of-pocket,Mongolia,2.133
2017-01-01,domestic private excluding out-of-pocket,Mongolia,2.221
2018-01-01,domestic private excluding out-of-pocket,Mongolia,2.807
2019-01-01,domestic private excluding out-of-pocket,Mongolia,3.142
2020-01-01,domestic private excluding out-of-pocket,Mongolia,2.618
2021-01-01,domestic private excluding out-of-pocket,Mongolia,1.807
2000-01-01,domestic private excluding out-of-pocket,Mongolia,11.963
2001-01-01,domestic private excluding out-of-pocket,Mongolia,10.891
2002-01-01,domestic private excluding out-of-pocket,Mongolia,10.274
2003-01-01,domestic private excluding out-of-pocket,Mongolia,6.56
2004-01-01,domestic private excluding out-of-pocket,Mongolia,9.462
2005-01-01,domestic private excluding out-of-pocket,Mongolia,7.173
2006-01-01,domestic private excluding out-of-pocket,Mongolia,9.074
2007-01-01,domestic private excluding out-of-pocket,Mongolia,9.256
2008-01-01,domestic private excluding out-of-pocket,Mongolia,7.236
2009-01-01,domestic private excluding out-of-pocket,Mongolia,6.611
2010-01-01,domestic private excluding out-of-pocket,Mongolia,6.593
2011-01-01,domestic private excluding out-of-pocket,Mongolia,7.935
2012-01-01,domestic private excluding out-of-pocket,Mongolia,7.805
2013-01-01,domestic private excluding out-of-pocket,Mongolia,9.204
2014-01-01,domestic private excluding out-of-pocket,Mongolia,11.391
2015-01-01,domestic private excluding out-of-pocket,Mongolia,12.262
2016-01-01,domestic private excluding out-of-pocket,Mongolia,6.463
2017-01-01,domestic private excluding out-of-pocket,Mongolia,6.875
2018-01-01,domestic private excluding out-of-pocket,Mongolia,8.88
2019-01-01,domestic private excluding out-of-pocket,Mongolia,10.157
2020-01-01,domestic private excluding out-of-pocket,Mongolia,8.624
2021-01-01,domestic private excluding out-of-pocket,Mongolia,6.048
2000-01-01,domestic private excluding out-of-pocket,Mongolia,0.276
2001-01-01,domestic private excluding out-of-pocket,Mongolia,0.241
2002-01-01,domestic private excluding out-of-pocket,Mongolia,0.216
2003-01-01,domestic private excluding out-of-pocket,Mongolia,0.128
2004-01-01,domestic private excluding out-of-pocket,Mongolia,0.169
2005-01-01,domestic private excluding out-of-pocket,Mongolia,0.12
2006-01-01,domestic private excluding out-of-pocket,Mongolia,0.141
2007-01-01,domestic private excluding out-of-pocket,Mongolia,0.132
2008-01-01,domestic private excluding out-of-pocket,Mongolia,0.096
2009-01-01,domestic private excluding out-of-pocket,Mongolia,0.089
2010-01-01,domestic private excluding out-of-pocket,Mongolia,0.083
2011-01-01,domestic private excluding out-of-pocket,Mongolia,0.085
2012-01-01,domestic private excluding out-of-pocket,Mongolia,0.075
2013-01-01,domestic private excluding out-of-pocket,Mongolia,0.079
2014-01-01,domestic private excluding out-of-pocket,Mongolia,0.09
2015-01-01,domestic private excluding out-of-pocket,Mongolia,0.095
2016-01-01,domestic private excluding out-of-pocket,Mongolia,0.049
2017-01-01,domestic private excluding out-of-pocket,Mongolia,0.05
2018-01-01,domestic private excluding out-of-pocket,Mongolia,0.06
2019-01-01,domestic private excluding out-of-pocket,Mongolia,0.064
2020-01-01,domestic private excluding out-of-pocket,Mongolia,0.057
2021-01-01,domestic private excluding out-of-pocket,Mongolia,0.04
2000-01-01,domestic private excluding out-of-pocket,Mongolia,4.63
2001-01-01,domestic private excluding out-of-pocket,Mongolia,4.54
2002-01-01,domestic private excluding out-of-pocket,Mongolia,3.99
2003-01-01,domestic private excluding out-of-pocket,Mongolia,3.03
2004-01-01,domestic private excluding out-of-pocket,Mongolia,3.91
2005-01-01,domestic private excluding out-of-pocket,Mongolia,3.1
2006-01-01,domestic private excluding out-of-pocket,Mongolia,3.62
2007-01-01,domestic private excluding out-of-pocket,Mongolia,3.14
2008-01-01,domestic private excluding out-of-pocket,Mongolia,2.06
2009-01-01,domestic private excluding out-of-pocket,Mongolia,1.96
2010-01-01,domestic private excluding out-of-pocket,Mongolia,2.17
2011-01-01,domestic private excluding out-of-pocket,Mongolia,2.32
2012-01-01,domestic private excluding out-of-pocket,Mongolia,1.9
2013-01-01,domestic private excluding out-of-pocket,Mongolia,1.89
2014-01-01,domestic private excluding out-of-pocket,Mongolia,2.1
2015-01-01,domestic private excluding out-of-pocket,Mongolia,2.19
2016-01-01,domestic private excluding out-of-pocket,Mongolia,1.06
2017-01-01,domestic private excluding out-of-pocket,Mongolia,1.13
2018-01-01,domestic private excluding out-of-pocket,Mongolia,1.3
2019-01-01,domestic private excluding out-of-pocket,Mongolia,1.41
2020-01-01,domestic private excluding out-of-pocket,Mongolia,1.21
2021-01-01,domestic private excluding out-of-pocket,Mongolia,0.57
2000-01-01,domestic private excluding out-of-pocket,Nauru,
2001-01-01,domestic private excluding out-of-pocket,Nauru,
2002-01-01,domestic private excluding out-of-pocket,Nauru,
2003-01-01,domestic private excluding out-of-pocket,Nauru,
2004-01-01,domestic private excluding out-of-pocket,Nauru,19.975
2005-01-01,domestic private excluding out-of-pocket,Nauru,17.728
2006-01-01,domestic private excluding out-of-pocket,Nauru,16.829
2007-01-01,domestic private excluding out-of-pocket,Nauru,19.381
2008-01-01,domestic private excluding out-of-pocket,Nauru,35.678
2009-01-01,domestic private excluding out-of-pocket,Nauru,32.173
2010-01-01,domestic private excluding out-of-pocket,Nauru,35.373
2011-01-01,domestic private excluding out-of-pocket,Nauru,38.038
2012-01-01,domestic private excluding out-of-pocket,Nauru,44.61
2013-01-01,domestic private excluding out-of-pocket,Nauru,67.989
2014-01-01,domestic private excluding out-of-pocket,Nauru,81.769
2015-01-01,domestic private excluding out-of-pocket,Nauru,48.438
2016-01-01,domestic private excluding out-of-pocket,Nauru,40.409
2017-01-01,domestic private excluding out-of-pocket,Nauru,30.496
2018-01-01,domestic private excluding out-of-pocket,Nauru,25.98
2019-01-01,domestic private excluding out-of-pocket,Nauru,30.786
2020-01-01,domestic private excluding out-of-pocket,Nauru,30.441
2021-01-01,domestic private excluding out-of-pocket,Nauru,31.057
2000-01-01,domestic private excluding out-of-pocket,Nauru,
2001-01-01,domestic private excluding out-of-pocket,Nauru,
2002-01-01,domestic private excluding out-of-pocket,Nauru,
2003-01-01,domestic private excluding out-of-pocket,Nauru,
2004-01-01,domestic private excluding out-of-pocket,Nauru,0.206
2005-01-01,domestic private excluding out-of-pocket,Nauru,0.183
2006-01-01,domestic private excluding out-of-pocket,Nauru,0.173
2007-01-01,domestic private excluding out-of-pocket,Nauru,0.199
2008-01-01,domestic private excluding out-of-pocket,Nauru,0.365
2009-01-01,domestic private excluding out-of-pocket,Nauru,0.329
2010-01-01,domestic private excluding out-of-pocket,Nauru,0.362
2011-01-01,domestic private excluding out-of-pocket,Nauru,0.391
2012-01-01,domestic private excluding out-of-pocket,Nauru,0.466
2013-01-01,domestic private excluding out-of-pocket,Nauru,0.727
2014-01-01,domestic private excluding out-of-pocket,Nauru,0.895
2015-01-01,domestic private excluding out-of-pocket,Nauru,0.542
2016-01-01,domestic private excluding out-of-pocket,Nauru,0.462
2017-01-01,domestic private excluding out-of-pocket,Nauru,0.356
2018-01-01,domestic private excluding out-of-pocket,Nauru,0.31
2019-01-01,domestic private excluding out-of-pocket,Nauru,0.373
2020-01-01,domestic private excluding out-of-pocket,Nauru,0.375
2021-01-01,domestic private excluding out-of-pocket,Nauru,0.389
2000-01-01,domestic private excluding out-of-pocket,Nauru,
2001-01-01,domestic private excluding out-of-pocket,Nauru,
2002-01-01,domestic private excluding out-of-pocket,Nauru,
2003-01-01,domestic private excluding out-of-pocket,Nauru,
2004-01-01,domestic private excluding out-of-pocket,Nauru,0.354
2005-01-01,domestic private excluding out-of-pocket,Nauru,0.342
2006-01-01,domestic private excluding out-of-pocket,Nauru,0.35
2007-01-01,domestic private excluding out-of-pocket,Nauru,0.437
2008-01-01,domestic private excluding out-of-pocket,Nauru,0.48
2009-01-01,domestic private excluding out-of-pocket,Nauru,0.463
2010-01-01,domestic private excluding out-of-pocket,Nauru,0.512
2011-01-01,domestic private excluding out-of-pocket,Nauru,0.51
2012-01-01,domestic private excluding out-of-pocket,Nauru,0.461
2013-01-01,domestic private excluding out-of-pocket,Nauru,0.687
2014-01-01,domestic private excluding out-of-pocket,Nauru,0.734
2015-01-01,domestic private excluding out-of-pocket,Nauru,0.471
2016-01-01,domestic private excluding out-of-pocket,Nauru,0.373
2017-01-01,domestic private excluding out-of-pocket,Nauru,0.305
2018-01-01,domestic private excluding out-of-pocket,Nauru,0.248
2019-01-01,domestic private excluding out-of-pocket,Nauru,0.274
2020-01-01,domestic private excluding out-of-pocket,Nauru,0.264
2021-01-01,domestic private excluding out-of-pocket,Nauru,0.266
2000-01-01,domestic private excluding out-of-pocket,Nauru,
2001-01-01,domestic private excluding out-of-pocket,Nauru,
2002-01-01,domestic private excluding out-of-pocket,Nauru,
2003-01-01,domestic private excluding out-of-pocket,Nauru,
2004-01-01,domestic private excluding out-of-pocket,Nauru,4.88
2005-01-01,domestic private excluding out-of-pocket,Nauru,3.06
2006-01-01,domestic private excluding out-of-pocket,Nauru,2.74
2007-01-01,domestic private excluding out-of-pocket,Nauru,1.77
2008-01-01,domestic private excluding out-of-pocket,Nauru,2.04
2009-01-01,domestic private excluding out-of-pocket,Nauru,3.62
2010-01-01,domestic private excluding out-of-pocket,Nauru,3.87
2011-01-01,domestic private excluding out-of-pocket,Nauru,4.87
2012-01-01,domestic private excluding out-of-pocket,Nauru,4.96
2013-01-01,domestic private excluding out-of-pocket,Nauru,6.52
2014-01-01,domestic private excluding out-of-pocket,Nauru,8.05
2015-01-01,domestic private excluding out-of-pocket,Nauru,3.25
2016-01-01,domestic private excluding out-of-pocket,Nauru,3.28
